qid,docno,score,rank
97,f2c81876-abd8-44fb-8eeb-8fc639e1764a,23.15625,1
97,897d8767-64e3-4dfb-a2cc-17adb9f9d06f,22.421875,2
97,ee9774fe-6bf6-4ee1-97fd-9ecffe11db3f,22.421875,3
97,0c6c5ec7-e8b2-4feb-82d3-f0f9701bb1d7,22.421875,4
97,f7c03949-890a-413b-a7ed-a23452c70a2b,22.25,5
97,e659c78c-2e9b-405b-af16-1c41c24f63c0,22.234375,6
97,a8bb29ba-1054-407a-a2cc-73f0c503cd69,22.015625,7
97,7031b3d5-cd5d-441b-805b-c8a176298a6e,22.0,8
97,a6489a02-829a-469e-8e0d-c06638eee80c,20.90625,9
97,85d0459d-3ae4-4a3d-a0d7-0f692933e51c,20.65625,10
97,3a71d9dd-96fe-49ed-8f99-3b6a40a12a09,20.34375,11
97,f2ddebf9-c772-4491-a003-07e31fe19963,19.984375,12
97,eb3627a7-f8b2-4172-ae32-5f3ec3c799f1,19.984375,13
97,0847037d-b370-422c-a076-0b3a6e87cea3,19.96875,14
97,6c5df646-433b-4a07-bfa0-926fb48ad0c5,19.90625,15
97,fa052093-7cc9-4f75-8fdd-b887725ea41f,19.78125,16
97,be17f031-22ca-47bf-94ee-3e3e373808c1,19.765625,17
97,5b6b6125-f56c-4397-9227-accf529fc836,19.59375,18
97,1ae5f9dd-53d3-4288-8d78-a2fe5aad7fa4,19.5625,19
97,fae2d6ee-f5e1-4513-bb95-720b8142779f,19.484375,20
97,0ff6c1d7-ed83-443a-8b77-0d8f4ae02c19,19.40625,21
97,135507e6-c4fb-4be9-9ea3-09acf9665915,19.390625,22
97,46077358-2edd-45fc-9be4-93fc24b532d4,19.28125,23
97,dd06ec04-84c1-4b47-9c01-d0275e8485fc,19.234375,24
97,06bec5fb-bfd0-4404-9efd-9cc605709173,19.234375,25
97,ec93bf6c-a4a0-4be9-9466-ad91643cb0aa,18.984375,26
97,957ab82d-9006-4004-bbec-191f3108ab9c,18.921875,27
97,f0d680e8-b002-4c78-8777-5a0f67dd7370,18.90625,28
97,a6a31310-fa9b-4824-aad2-2e4d029c4060,18.90625,29
97,409afcce-7ae1-4e7d-ab34-8b1ef422b0aa,18.78125,30
97,491980f3-4e10-4879-945c-ed81ae3e73fd,18.765625,31
97,44d4816c-22bd-4bf0-bd64-42c29151e52f,18.765625,32
97,731ad634-3377-4b80-928a-a276725c3809,18.6875,33
97,279ba108-0874-44ba-9938-b39886a5f743,18.6875,34
97,639823c1-d5b7-4895-8dcf-75b1be59ba3e,18.6875,35
97,d9a3a556-a30a-4e52-9ac4-a49d74239b33,18.578125,36
97,abe046b9-0b60-4f76-b0bc-6ea8954c538a,18.578125,37
97,5e713cb7-6920-4196-bfeb-6d4e02ac3267,18.453125,38
97,ebced05b-4288-4fd2-ab5b-96eac17a994c,18.4375,39
97,b2b5c0fd-fb0c-48b5-8f29-dd317b191a2b,18.4375,40
97,9983a06d-0d09-4361-9b75-61b7c0d1e666,18.1875,41
97,6f3a2090-150e-48b5-a449-fdaf000bed24,18.125,42
97,7fbf6669-fa09-4b19-bda3-bbbb46ab8fe5,18.078125,43
97,6709556b-7554-4286-bdfa-ce77cbadb25b,17.96875,44
97,bb460a0d-9858-4b11-bbfd-273bf1d63461,17.890625,45
97,dcef0b63-9253-435a-8513-bf32f11257cc,17.859375,46
97,c2d66432-fdcf-4426-a36d-435f55349a65,17.84375,47
97,859dddba-4007-41c5-a7c8-77f72b33e7f4,17.828125,48
97,63907b12-2a7b-4b56-a19f-1b7ae2e53e8c,17.71875,49
97,c4b1c458-ade5-4cad-a703-6e79859e4cd7,17.5625,50
97,2448ee0b-84ec-4e67-b8ed-7c470eb4ab3d,17.53125,51
97,56ca28ac-f6a1-4589-b571-865f8b46016b,17.53125,52
97,f37f2dcf-47d3-47ba-85b8-3a6c661ee7e6,17.203125,53
97,c2e51414-ffa1-40e2-bd69-09a969fc44fd,17.203125,54
97,f753632e-8645-42cd-97bf-0a662e5fc0d5,17.203125,55
97,befc5f4e-fd55-4377-a5be-a32eac7769a8,17.203125,56
97,b05c3455-8a3f-4e49-9c56-fe5b8569d695,17.203125,57
97,5f7748d8-eaac-4331-a8cc-91144f476828,17.15625,58
97,763c1310-7509-473b-a57f-af52dcb85966,17.125,59
97,c17ee0e3-3398-4c68-bdfd-3136a7e3a989,17.125,60
97,cbf18655-4d3a-4c79-96b3-6fbe5ee3484a,16.953125,61
97,32684045-6536-4375-bd7f-e751f4106bab,16.703125,62
97,caf97d3c-27b9-421a-a8d5-002329712751,16.703125,63
97,dd032d29-723d-4770-84a3-ec546c5d3913,16.6875,64
97,72099a17-1378-4ae3-81e9-f6ae0e22bb94,16.671875,65
97,f9d4fc76-1b16-4c31-b707-d25ec46d977d,16.65625,66
97,cdea9eed-1292-4201-a5c8-29ec2e5fc8ed,16.65625,67
97,c2d1aa8d-5c83-4340-805c-3c588294667e,16.65625,68
97,2983f362-cce6-4dc0-a8de-54070d2088c3,16.609375,69
97,9e7de049-d87a-47f1-a6cf-fa6c4eba8796,16.53125,70
97,41e435d6-ed89-4ba5-8a8e-d04e6c216138,16.390625,71
97,afad93d7-12f8-4bc3-bdb8-c1cf788b3816,16.359375,72
97,59465708-e4a8-4a0f-9f29-ddf3bbc8f1de,16.296875,73
97,247d76a7-a6f8-4931-8f2d-fece0a64c409,16.09375,74
97,7ee1ad22-eadc-4ca1-9969-7e180323b403,16.09375,75
97,702bf160-d87b-465d-95dc-69106dbf8ac8,16.015625,76
97,dc3df637-ed89-4047-98a9-31c7d343dc5a,16.0,77
97,a999f8c9-38a7-4dd0-a702-ee6ea44448c1,16.0,78
97,46772bb5-995e-4bc6-a921-6c699c10a89e,15.9765625,79
97,7ddc64e5-ded2-480f-a80c-9836b066e3fe,15.8671875,80
97,1a0bc8dd-2c17-4987-8a4e-ec409ebd0e02,15.8515625,81
97,1c5c4948-d61b-4df2-be36-7adcd2219ce9,15.8515625,82
97,3591c5f5-f9b7-49c1-b105-9a480747d090,15.7578125,83
97,6d58b8c9-14cb-4133-85c3-6bf3fe297e01,15.7421875,84
97,aa4f115d-bfe5-4293-862e-43310591b675,15.734375,85
97,291d7d03-c17a-4481-b1a4-f5524e417bc6,15.640625,86
97,f1f1a6e8-d054-41c1-ad89-a10799c99717,15.4453125,87
97,a1202ce9-3d4e-48cd-8c39-59b796d272da,15.4375,88
97,6dc87105-0476-44f4-953a-5d32d06ce7eb,15.4296875,89
97,0f89ec71-c345-427f-b719-416602acb91d,15.4140625,90
97,6e4ff9ce-1f38-4cba-96bd-be74b8d97899,15.3671875,91
97,0daa667b-e160-4d21-94c1-f8e1c615bdaf,15.265625,92
97,329ca9ad-c9f0-49ab-a25d-80329ea21418,15.2265625,93
97,088a643d-bffc-42e6-80fc-a50df3ee7e92,15.1953125,94
97,2c7c597f-8d47-49c8-a7f4-0cbcee6b995e,15.15625,95
97,271fd599-7a9c-4d1e-b409-4a923fcd87c4,15.1328125,96
97,a7430083-a558-4f75-8650-309237d845df,15.03125,97
97,d95713f4-db4a-46b9-a9fd-dcecc44a3ee6,14.953125,98
97,a60d36b0-0e47-4b02-87cc-f756245088da,14.8671875,99
97,c3a56096-4da7-4a5e-869f-1af95cef1734,14.734375,100
97,caaa22a0-98f0-489e-b6b4-382ef10f4255,14.734375,101
97,945e7dd4-4a1a-4c96-ad0c-cd39d17fffda,14.65625,102
97,13cdf3b7-b3ca-454d-92a6-f64e5e39747f,14.5625,103
97,eb9f0b60-0b22-4c96-b3e6-99fafa6fcd81,14.53125,104
97,6d3343d7-1352-4311-b1ec-1e35cb376799,14.515625,105
97,7210691e-d01c-4354-b908-f98547e4763d,14.515625,106
97,0b9c2888-f5aa-4fd6-901c-c737a0e60e43,14.4765625,107
97,90b83b33-60b9-4396-8d4a-282b40d37ed2,14.4375,108
97,d3a32435-307f-4596-96f5-9d2a8176d339,14.3671875,109
97,dfababac-a16d-4067-a8f3-70dca2368163,14.21875,110
97,a41fcb37-90e7-468d-bac7-5d920d278bba,14.1796875,111
97,b0539ec2-737f-4653-9acd-b13e29281a7f,14.125,112
97,2bc935e2-6895-45a0-9409-9c80b7e5634f,14.09375,113
97,89e7bd21-d591-4a00-a4ec-79882fb3f19d,14.03125,114
97,a9c911c8-b48c-4d79-bde5-55ffa13edbd4,13.9921875,115
97,bae272a8-42b3-42ce-91a2-3b0d3ea3a321,13.9921875,116
97,4d86f2d5-5da9-4f83-a63a-944778872b57,13.984375,117
97,b04bd207-3afc-4f22-a79b-da73ce21f4df,13.9609375,118
97,249851f8-98e7-423c-8c5d-f37c3c99fbf7,13.9296875,119
97,ac5ebf5b-8aa7-4d9b-9199-e0c1a8470b06,13.9140625,120
97,50e09ee0-2ce8-48a8-b94d-72890bf36269,13.90625,121
97,95385ca0-75a2-45f0-91bd-cad486589a44,13.8125,122
97,bcf1fbd3-761e-47c6-954a-b67380ca85c8,13.6015625,123
97,4b813e9b-6b82-403e-bf0e-a8701e82b056,13.578125,124
97,fddb9dfc-a005-4592-a192-74448e5c75d9,13.5234375,125
97,e48d7f84-55f3-4bb3-84d1-a8ffa0b30ec7,13.421875,126
97,ad30d042-f2ec-438e-b24c-9aaba8631586,13.3515625,127
97,0cbec8cc-0fb9-46e7-966b-cceec9ad699d,13.328125,128
97,7a579d49-187d-49af-90f1-36439a322fda,13.2578125,129
97,d3840787-70d3-4a9f-82ae-61ce287043b2,13.140625,130
97,5f5d73c3-de85-4ccc-b9e6-701564bca140,13.0546875,131
97,cd0dbfd4-fc67-4f6b-95af-71bbf893db0d,13.0234375,132
97,2279d5cc-6b74-4ea4-9bbe-6cb17eae2896,13.015625,133
97,0dc6f420-a989-42a5-be64-753457346b03,12.9609375,134
97,91480bf3-1fcc-499a-a51b-ed0c249b6a1e,12.7265625,135
97,c54e9b42-db36-4314-9327-c5664bbe0050,12.609375,136
97,1acdf026-ba6e-4e32-8ebd-1777ed92a965,12.5859375,137
97,1829b0f2-91b0-4d38-b717-ae4da601ad41,12.53125,138
97,fbe3245d-d4a3-4265-b66a-0206f36a6f12,12.46875,139
97,cd2ab988-55b9-49ae-a032-3bb5fe06bf5f,12.4140625,140
97,add8fe04-fe01-4b32-8121-4608f72d98e0,12.375,141
97,9a0ac233-2464-473b-9f3f-acf227140e96,12.328125,142
97,1e2e0a9d-6fe0-433a-9b52-2f482584be5a,12.1796875,143
97,d299e389-b0ef-4de1-be36-3be8bd6f3d0e,12.0625,144
97,8a666e38-192a-45d3-8644-8ee2d4ba0dfd,11.953125,145
97,e2b00be9-91e7-4e69-b9fb-139853d58800,11.9140625,146
97,f9379d01-63d3-4bf5-ab4f-36ef929a6101,11.875,147
97,7636857c-44fe-4b2a-a4a4-656828f5a71c,11.8046875,148
97,6446a363-e873-4e5d-bc88-4218792b6d4e,11.765625,149
97,9f29ba2c-ae05-49a2-a2f9-12eb3d9aeb4b,11.6015625,150
97,3424516f-24e8-4ebd-b21f-02e4ad85b6bc,11.5625,151
97,12bda89b-36b3-4f00-818f-80b469475faf,11.3515625,152
97,ecd43e1c-b4f5-45fd-95fd-c06bc620b5d4,11.3203125,153
97,e3330002-b213-4962-bf74-526ead9bf1e4,11.3203125,154
97,667fa530-c007-43af-83ee-e1aad46ee219,11.296875,155
97,0fd9ccb9-820d-4727-9e47-4699b4edde93,10.984375,156
97,a0ad613b-9dd1-44dd-acfd-2bb10600df9a,10.78125,157
97,a9a2fdcb-d1ba-4318-b22f-e6f2c5d91cac,10.7421875,158
97,a736a5f3-98e9-4123-93a6-c0b094b9603c,10.5703125,159
97,b6a3a0e2-8453-4ed6-b10f-b48f25431d5c,10.390625,160
97,4ad8b346-5399-4abc-bafd-18cb17df1755,10.3359375,161
97,ff34d4a8-e2d1-40a1-b6fd-6dcbd300d430,10.140625,162
97,c4876cea-48d1-4413-8935-c551e6142048,10.1328125,163
97,f36dfb66-ad9e-4d4f-bf52-777b7f1dcd98,9.9375,164
97,542eeaea-d397-48af-abea-b80e69d4c0ac,9.875,165
97,2c5386b1-610d-4725-a1b5-9aa2e5e292df,9.4296875,166
97,274c88db-659a-4d60-a146-0e23d7278554,9.3359375,167
97,b61509ba-efcb-48e3-9fb2-03d3270376bd,7.68359375,168
