qid,docno,score,rank
1,c4b77cf6-abaa-4104-ab37-ebcdd1a8dcd5,19.28125,1
1,2b545365-c075-48e5-86e6-bedc55c97dc6,19.203125,2
1,4d91fb9a-97bb-4130-b339-f1b83c96a215,19.09375,3
1,083add1f-fc66-4b34-92b9-e3ed654d7f5f,18.9375,4
1,a2473669-a99d-4475-93e4-0a0a91b02253,18.859375,5
1,2b4a52cb-b1d9-4f8a-bf71-c12fca6b0ff7,18.34375,6
1,8ec0ec79-95e3-499d-a9b1-3b26dadc1724,18.125,7
1,ce820f2f-3db4-4cf7-bb8d-5848936b26b3,17.984375,8
1,a0d502c7-6cc8-4337-984c-2b0656b1e537,17.984375,9
1,142c378c-9743-4b99-9021-79b869d49ad1,17.96875,10
1,a53519b2-5631-428e-89c8-e3a177d01b77,17.84375,11
1,8f14869f-a31f-4076-9433-275985981515,17.8125,12
1,cd080ab4-c82d-4330-b3ae-3be7f605b7f1,17.765625,13
1,801900a3-7143-430e-a016-97332c32a00f,17.765625,14
1,09100a42-34d3-4dce-b034-6e89f5558b00,17.75,15
1,30002270-3664-449a-87c7-011d629bfdfc,17.75,16
1,8cffa8b7-2de1-4795-8d0c-53a819def059,17.734375,17
1,dd75970c-83a2-4554-9f64-722d22d5e730,17.65625,18
1,6984a0c8-1456-4bbd-88dc-4ee5ef517a8e,17.65625,19
1,c6941f87-2d1b-4580-9524-32818cdf7771,17.640625,20
1,8319d8de-93c5-489a-b74c-07ef799a5013,17.59375,21
1,de8513d0-b3ee-41c7-acef-8aadb2f15234,17.578125,22
1,59bafb8f-5ef8-451f-99b3-e94a60522720,17.578125,23
1,c5b7f4d9-42b4-4cd5-a555-56e7ab973a33,17.5625,24
1,195f7d8c-f245-4173-b64a-776aef980242,17.515625,25
1,5d083ec6-7a27-4190-aa3d-c2b99151930f,17.390625,26
1,1d67be86-d60a-4859-80d4-6f373a93cc17,17.375,27
1,696c7f38-dac6-4aba-b2b0-4b5474c62e02,17.359375,28
1,e0ef0763-0a04-4b48-b60f-8b4a8de70d34,17.34375,29
1,1bd27acf-a2b5-4432-a4a2-ed00dd3ec165,17.34375,30
1,08c707de-23a6-4354-ad9c-a8a1f817b4a1,17.34375,31
1,0741c04e-c540-41bc-831f-bd1844a0838f,17.328125,32
1,0616841a-3e15-4c80-bae3-4b5199bec2f7,17.328125,33
1,5f7748d8-eaac-4331-a8cc-91144f476828,17.265625,34
1,53632d12-52ba-43bc-9a42-e258b7d8c524,17.25,35
1,511cae64-9061-4ab2-8108-fd0cbcc2ab67,17.25,36
1,aec9894f-ddf0-4f2c-be29-390269c615f2,17.203125,37
1,9983a06d-0d09-4361-9b75-61b7c0d1e666,17.1875,38
1,4cccdb9d-05b1-403d-9cf2-5dcbe146d2cb,17.140625,39
1,cf7fc3e2-8c3e-4b42-86af-9b0147f5405d,17.109375,40
1,a08ff0f4-5a05-4866-8065-ae70500ece92,17.09375,41
1,b462b950-c11f-4343-85d1-6f26f37ca3fd,17.0625,42
1,fb0eeca0-2f45-4328-93f8-db9c8b2926bc,17.0625,43
1,17b0e5e7-4d24-47a3-a391-1ae321650a6b,16.984375,44
1,b7111106-cfcb-43c9-be84-45f1878c2182,16.984375,45
1,6b7b3f9a-8eba-44f8-b666-7c5e97f213da,16.96875,46
1,7d578861-f944-437a-b086-50b280cc87a9,16.9375,47
1,5e02afd6-3a33-4a78-a02a-71369a6a01c1,16.9375,48
1,865a9211-abb8-4db0-b599-45d4ae01bc62,16.921875,49
1,041853c8-bae8-4a81-aaac-95c7e678cdba,16.890625,50
1,25722c90-4de0-4cd8-b652-9a3e66697d52,16.859375,51
1,de7df893-60d5-4514-bcb6-23951f033cf5,16.71875,52
1,2c126963-0469-4e57-9ea0-169ec5ba7ff2,16.703125,53
1,deba0fde-ad3c-4177-8731-8f4f819c3a45,16.65625,54
1,d8583833-4c20-4e42-a444-346337af2c68,16.640625,55
1,81b5d2a5-c462-483c-8946-2a25551ae8eb,16.625,56
1,1d5e4b69-414b-4b2a-8aa5-ffb24af0df18,16.59375,57
1,4d2dd83c-d531-4554-b62d-8ff08e3e614b,16.546875,58
1,01c2e89e-f5af-4f5c-a1e9-7cdab9e23c08,16.46875,59
1,a8cc59a3-d81c-4a7c-ab3e-aca0efa7138f,16.4375,60
1,8ed16923-07d8-455e-814d-2fb53ec61aa1,16.375,61
1,ed0b3ae5-2038-4b89-9220-5c0b35cf43d0,16.359375,62
1,2983f362-cce6-4dc0-a8de-54070d2088c3,16.234375,63
1,094f3d7f-8982-4072-a341-0138719908f2,14.9296875,64
8,9df24203-084e-49ef-a9e4-87834645688d,21.515625,1
8,0b96cfe2-78b9-4a1b-802a-bd00ff858d52,21.453125,2
8,e3025e2a-69ad-430f-afce-a8393bdfea45,21.078125,3
8,4a8c5d85-b2d0-43bc-83f4-c1acfe0b3481,20.71875,4
8,2c43478a-a29f-498f-b262-c6b0626fe52d,20.609375,5
8,897720dd-337d-4a19-9323-4a86fab99848,20.375,6
8,f75ca665-5714-45c1-8b74-f298e3896441,20.375,7
8,2448ee0b-84ec-4e67-b8ed-7c470eb4ab3d,20.328125,8
8,56ca28ac-f6a1-4589-b571-865f8b46016b,20.328125,9
8,083add1f-fc66-4b34-92b9-e3ed654d7f5f,19.984375,10
8,4f97005d-2e2b-4dea-897d-33e0d1457388,19.875,11
8,c2d66432-fdcf-4426-a36d-435f55349a65,19.703125,12
8,3c254ce4-ffde-4afc-95dd-de88d8cd489e,19.671875,13
8,e8f88dc1-67fb-4557-8636-8b4b6b1f680c,19.625,14
8,aa8fd3a4-a9e7-4728-8106-df8d507402e0,19.625,15
8,74c382e8-098c-4253-b573-a0b989cbb46c,19.609375,16
8,1bd37ef9-3915-4090-9250-70ea0a972319,19.609375,17
8,88690a8f-475d-4d7a-8454-153d3643f1e8,19.609375,18
8,bc564815-597f-4953-a542-9a245d418a02,19.59375,19
8,2dc13b01-e2e3-4dd0-a692-d2cf1592cbf8,19.59375,20
8,04e7c085-f16a-4940-9d4f-f877f5644d56,19.578125,21
8,6280bbf1-d417-436f-b3f9-13aa6d71e63f,19.578125,22
8,09003643-c655-4733-ad15-1078525b7e89,19.53125,23
8,b79213fd-c41c-4da7-8e91-4d4ab42c4d4b,19.5,24
8,e0ef0763-0a04-4b48-b60f-8b4a8de70d34,19.4375,25
8,25fbb59d-c604-484c-bd07-85927b991b08,19.390625,26
8,ce820f2f-3db4-4cf7-bb8d-5848936b26b3,19.390625,27
8,1ea0fba4-af3c-4b20-96d4-eb9a0e324bf1,19.375,28
8,54f70ee6-08ea-4fc0-b187-02471216f0bd,19.375,29
8,e19e6cf0-d42e-4f19-a98c-debac3830f14,19.375,30
8,e44ce053-c2e3-4251-8b46-07b83e7aa44d,19.359375,31
8,f99d27e1-9ecb-428c-a181-778439f69c92,19.3125,32
8,e5453bf3-28a2-4579-a16c-a5802afee02b,19.296875,33
8,dccd21fd-5d03-43a1-a3c0-08dc504a312f,19.296875,34
8,43627c1b-45da-42e1-8e28-928980a5707d,19.296875,35
8,3a573af7-d538-4d80-82f4-cb85c98f0fe5,19.296875,36
8,2829cf7d-a3c2-486c-8925-bdb629d3e765,19.296875,37
8,fa412aee-34ed-45da-83ef-9503fc71283d,19.296875,38
8,b73ae5e2-3e23-49a5-97aa-ba5f6da8fd6a,19.296875,39
8,26beb7e0-4941-4e78-a9eb-e8b14a8f9bf4,19.296875,40
8,dcf64790-4363-48de-b525-09e1fb1f658d,19.296875,41
8,f41aa1dd-a86d-4770-8158-2f9eee966130,19.296875,42
8,11409dd3-d7fa-4bc7-ac09-c6c6d823db47,19.296875,43
8,ed479ea1-1dbc-4dd0-84b3-46cfdc1a9d67,19.28125,44
8,3537bca1-ec4d-4b1a-98ba-a8a7008c448e,19.21875,45
8,d2d3c89e-43ce-4e67-9b26-df94b5d7d1a3,19.15625,46
8,4152e0d8-634f-4cc7-a62f-7a6ea6c25aaf,19.09375,47
8,44fd64d7-de05-4a6e-bd1b-1c686e499885,19.015625,48
8,baf4dbc6-f663-4a18-8ec0-0dc5176e064c,19.015625,49
8,ee45a228-33fa-4cd6-ac94-e761a6046188,18.984375,50
8,e30146ec-c8cc-4e34-a4e3-31737d4aa0e5,18.984375,51
8,e6a51638-1bb9-4ab8-a7bd-40e5ede97dd7,18.953125,52
