,url,timestamp,charset,domain,uri,filename,offset,length,digest
743139,https://jhu.pure.elsevier.com/en/publications/respiratory-phenotypes-for-preterm-infants-children-and-adults-br,20210116034145,UTF-8,jhu.pure.elsevier.com,a6195d99-f7d7-43ec-907c-435cb7a62ee7,crawl-data/CC-MAIN-2021-04/segments/1610703499999.6/warc/CC-MAIN-20210116014637-20210116044637-00747.warc.gz,405618795,9181,PD4OJTGSKE66SPZVH7Q66C7EGTZAD4TO
96552,https://www.medpagetoday.com/neurology/alzheimersdisease/75808,20210117033815,UTF-8,www.medpagetoday.com,80fd9af1-c9b6-4d82-b62a-fe16d5b9d76f,crawl-data/CC-MAIN-2021-04/segments/1610703509104.12/warc/CC-MAIN-20210117020341-20210117050341-00747.warc.gz,880993939,19659,LLEMLJ24KJV2DM5FGPQPYMDAWVA3WKZQ
961415,https://www.omicsonline.org/journal-health-care-prevention.php,20210124192047,UTF-8,www.omicsonline.org,4a8c5d85-b2d0-43bc-83f4-c1acfe0b3481,crawl-data/CC-MAIN-2021-04/segments/1610703550617.50/warc/CC-MAIN-20210124173052-20210124203052-00717.warc.gz,917958124,18815,LXAYVR3PTS7SUHXFUB4DOQKCEX4FATIJ
266966,https://www.nap.edu/read/1222/chapter/33,20210123090508,UTF-8,www.nap.edu,22990a4b-6a9f-4e00-9e72-aef0fbee202b,crawl-data/CC-MAIN-2021-04/segments/1610703536556.58/warc/CC-MAIN-20210123063713-20210123093713-00328.warc.gz,920962674,152297,3KWCY54WZJZ4GG4PABZRP2DF7KOZKJ2V
2875493,https://www.verywellmind.com/maybe-its-not-depression-2330495,20210128062202,UTF-8,www.verywellmind.com,fd6ddab2-e4d9-4151-9972-256f5be6eb21,crawl-data/CC-MAIN-2021-04/segments/1610704835901.90/warc/CC-MAIN-20210128040619-20210128070619-00174.warc.gz,1041034535,50300,OSNY3LOK2AGPNRGM4RPDO27WD3IB5YG5
340661,https://www.icliniq.com/articles/emotional-and-mental-health/stress-1,20210121145156,UTF-8,icliniq.com,b1f39abe-9ef2-4ae5-8bb2-1fc575898ff4,crawl-data/CC-MAIN-2021-04/segments/1610703524858.74/warc/CC-MAIN-20210121132407-20210121162407-00050.warc.gz,835536967,42460,4KKMW33HWNZJEFCSHFV5PRF7YY5NW2I7
52346,https://www.lifeextension.com/protocols/kidney-urinary/kidney-health,20210119182832,UTF-8,www.lifeextension.com,86574823-17f2-4083-95d9-5a27ec88a805,crawl-data/CC-MAIN-2021-04/segments/1610703519600.31/warc/CC-MAIN-20210119170058-20210119200058-00007.warc.gz,884924951,71988,MHNMLD7HIYTKUYQ7WUNGKGZ77FIOOE4C
2053122,https://www.naturalnews.com/Author770.html,20210124055045,ISO-8859-1,www.naturalnews.com,57041770-07ee-489f-840a-e6b3e15d9426,crawl-data/CC-MAIN-2021-04/segments/1610703547333.68/warc/CC-MAIN-20210124044618-20210124074618-00763.warc.gz,910877597,46395,ULMCAYODPUCBZ5CTQCS5UICASKPXSGEF
1383745,https://www.news-medical.net/news/20200701/Air-pollution-may-lead-to-interstitial-lung-diseases.aspx,20210125211104,UTF-8,www.news-medical.net,8cd1a487-fec9-4485-84a9-0c6e41abfb69,crawl-data/CC-MAIN-2021-04/segments/1610703644033.96/warc/CC-MAIN-20210125185643-20210125215643-00487.warc.gz,895012061,36866,6IOHMSFSDZG5A5JASKVGEOHG3AOO47E4
100131,https://www.medpagetoday.com/meetingcoverage/aasld/76294,20210122100942,UTF-8,www.medpagetoday.com,b65cb62d-8007-4f2c-8532-b711ac925e92,crawl-data/CC-MAIN-2021-04/segments/1610703529179.46/warc/CC-MAIN-20210122082356-20210122112356-00015.warc.gz,903895475,19462,6DT7GKQK6ZXNYOL7VRUJT2DQNCFLKX5B
995336,https://www.emedicinehealth.com/stress_quiz_iq/quiz.htm,20210126082151,UTF-8,www.emedicinehealth.com,3e117b08-a1cd-4e80-9d6d-0905dcd582ad,crawl-data/CC-MAIN-2021-04/segments/1610704799711.94/warc/CC-MAIN-20210126073722-20210126103722-00360.warc.gz,751174664,10075,O27BW2OGDHH5B6XUYLGS7TQMKDYQTRHS
265349,https://www.nap.edu/read/1222/chapter/3,20210123014416,UTF-8,www.nap.edu,752d7d9e-c33b-4101-9f1e-66ae27844f2b,crawl-data/CC-MAIN-2021-04/segments/1610703531702.36/warc/CC-MAIN-20210123001629-20210123031629-00107.warc.gz,920456644,72041,XMMVB3TIQ6PFFWV72WHUDBHZXWUXQZ2C
993995,https://www.emedicinehealth.com/slideshow_fibromyalgia_pictures/article_em.htm,20210121215040,UTF-8,www.emedicinehealth.com,2cd6f2ae-9394-4788-9065-58129d67e4b1,crawl-data/CC-MAIN-2021-04/segments/1610703527850.55/warc/CC-MAIN-20210121194330-20210121224330-00708.warc.gz,763181603,17701,7LNSBGNIXIVMJPMQW25KUXBMT572KXH4
374966,https://www.omicsonline.org/scholarly/chronic-respiratory-disease-journals-articles-ppts-list.php,20210127142412,UTF-8,www.omicsonline.org,94710bc4-9eef-4a42-9de5-3fa684f296c1,crawl-data/CC-MAIN-2021-04/segments/1610704824728.92/warc/CC-MAIN-20210127121330-20210127151330-00782.warc.gz,927177189,21812,RVANJOIRRLREOXLOKJDGKM7QCYQCCIMF
935795,https://www.uspharmacist.com/article/etiology-and-management-of-chronic-meningitis,20210126225114,UTF-8,uspharmacist.com,1efc69a7-a49c-49a5-9436-d93c8ddbf784,crawl-data/CC-MAIN-2021-04/segments/1610704803737.78/warc/CC-MAIN-20210126202017-20210126232017-00449.warc.gz,1013011353,18182,P4A7M6XC67V4UIKWNIWDNFLKXPPY6X4G
375700,https://www.omicsonline.org/scholarly/chronic-pulmonary-disease-journals-articles-ppts-list.php,20210127200409,UTF-8,www.omicsonline.org,f2921a39-65e5-4471-ad13-1c87e0ed94fa,crawl-data/CC-MAIN-2021-04/segments/1610704832583.88/warc/CC-MAIN-20210127183317-20210127213317-00583.warc.gz,934144528,21695,JJT2ISGKZODSGXSK5XBK4IZV3T6N5SC6
1854873,https://www.nhlbi.nih.gov/events/2013/prevention-chronic-lung-diseases,20210125213357,UTF-8,www.nhlbi.nih.gov,7dfedbbc-f602-4277-88fc-1ad9f41a9e49,crawl-data/CC-MAIN-2021-04/segments/1610703644033.96/warc/CC-MAIN-20210125185643-20210125215643-00533.warc.gz,909783437,15813,R5WFPJNXSMUNDBBHQFTKWSTDD2HDJKDZ
270104,https://www.nap.edu/read/1222/chapter/32,20210123083239,UTF-8,www.nap.edu,e21dc8d5-528c-4fce-a21f-8d0f608d44ac,crawl-data/CC-MAIN-2021-04/segments/1610703536556.58/warc/CC-MAIN-20210123063713-20210123093713-00327.warc.gz,919521441,55400,OI5TWLTWQAS7UTIVGMGW7UUNE77JTNQN
372781,https://www.omicsonline.org/scholarly/chronic-diseases-journals-articles-ppts-list.php,20210122184731,UTF-8,www.omicsonline.org,a1777472-dcd3-4afc-8d46-f9bfe572197a,crawl-data/CC-MAIN-2021-04/segments/1610703531335.42/warc/CC-MAIN-20210122175527-20210122205527-00054.warc.gz,932488604,14991,GV6P5CZU2BA5X5GPJDUIEJVQ4XDXTKNT
373140,https://www.omicsonline.org/united-states/chronic-granulomatous-disease-peer-reviewed-pdf-ppt-articles/,20210127210642,UTF-8,www.omicsonline.org,95797a80-fde8-47be-8f07-da840fe60628,crawl-data/CC-MAIN-2021-04/segments/1610704832583.88/warc/CC-MAIN-20210127183317-20210127213317-00678.warc.gz,919270626,24440,VIMFS5ADKVT3TAYSRWXQXMI5QDUDJS7X
2877623,https://www.verywellmind.com/what-does-chronic-mean-1067144,20210121212008,UTF-8,www.verywellmind.com,e6ab23e9-9d83-4c75-92e7-445db55795f4,crawl-data/CC-MAIN-2021-04/segments/1610703527850.55/warc/CC-MAIN-20210121194330-20210121224330-00762.warc.gz,1032495079,46128,DLTNP6CLCTYKO7UOAF353IUGJ66DNRYL
374257,https://www.omicsonline.org/scholarly/chronic-obstructive-pulmonary-disease-copd-journals-articles-ppts-list.php,20210121130044,UTF-8,www.omicsonline.org,c299b614-2f29-41c4-92ef-5a481ac15d18,crawl-data/CC-MAIN-2021-04/segments/1610703524743.61/warc/CC-MAIN-20210121101406-20210121131406-00663.warc.gz,903266211,21701,AGGGCZFPP6MJLP24Q6HUIVWYVGSWBCKA
